product_id,title,category,platform,price,rating,reviews,description
34,Sunglasses,Clothing,eBay,1290.11,3.1,85,This is a high-quality sunglasses available on eBay.
35,Bluetooth Headphones,Footwear,Flipkart,1783.4,4.7,786,This is a high-quality bluetooth headphones available on Flipkart.
36,Floral Dress,Beauty,Flipkart,2276.09,3.7,712,This is a high-quality floral dress available on Flipkart.
37,Sneakers,Footwear,Flipkart,1185.95,4.0,478,This is a high-quality sneakers available on Flipkart.
38,Floral Dress,Electronics,eBay,348.48,2.7,509,This is a high-quality floral dress available on eBay.
39,Bluetooth Headphones,Beauty,Flipkart,395.93,4.0,444,This is a high-quality bluetooth headphones available on Flipkart.
40,Floral Dress,Clothing,Flipkart,2818.33,2.8,365,This is a high-quality floral dress available on Flipkart.
41,Bluetooth Headphones,Footwear,Flipkart,2989.98,4.5,613,This is a high-quality bluetooth headphones available on Flipkart.
42,Sunglasses,Electronics,eBay,2469.55,4.3,799,This is a high-quality sunglasses available on eBay.
43,Sneakers,Footwear,Amazon,160.46,4.6,754,This is a high-quality sneakers available on Amazon.
44,Casual Shirt,Clothing,Amazon,1835.57,2.7,328,This is a high-quality casual shirt available on Amazon.
45,Gaming Mouse,Beauty,Amazon,2607.38,4.0,941,This is a high-quality gaming mouse available on Amazon.
46,Gaming Mouse,Footwear,eBay,2106.83,4.1,66,This is a high-quality gaming mouse available on eBay.
47,Wrist Watch,Footwear,Flipkart,1249.81,4.7,223,This is a high-quality wrist watch available on Flipkart.
48,Backpack,Footwear,Amazon,2940.54,4.0,257,This is a high-quality backpack available on Amazon.
49,Makeup Kit,Electronics,eBay,1872.09,3.6,551,This is a high-quality makeup kit available on eBay.
50,Backpack,Footwear,Flipkart,1808.02,3.0,429,This is a high-quality backpack available on Flipkart.
51,Backpack,Accessories,Flipkart,952.01,5.0,527,This is a high-quality backpack available on Flipkart.
52,Smartphone,Beauty,Flipkart,1417.1,3.2,105,This is a high-quality smartphone available on Flipkart.
53,Bluetooth Headphones,Clothing,Flipkart,806.42,2.6,605,This is a high-quality bluetooth headphones available on Flipkart.
54,Smartphone,Footwear,eBay,981.49,3.6,585,This is a high-quality smartphone available on eBay.
55,Laptop,Footwear,Amazon,1900.01,2.5,386,This is a high-quality laptop available on Amazon.
56,Leather Wallet,Footwear,eBay,865.55,4.4,374,This is a high-quality leather wallet available on eBay.
57,Casual Shirt,Footwear,Amazon,1712.47,2.9,41,This is a high-quality casual shirt available on Amazon.
58,Leather Wallet,Beauty,eBay,1021.15,4.0,564,This is a high-quality leather wallet available on eBay.
59,Bluetooth Headphones,Beauty,eBay,1565.55,3.5,683,This is a high-quality bluetooth headphones available on eBay.
60,Casual Shirt,Footwear,eBay,2124.31,4.9,222,This is a high-quality casual shirt available on eBay.
61,Wireless Charger,Electronics,eBay,1212.08,4.7,190,This is a high-quality wireless charger available on eBay.
62,Makeup Kit,Accessories,eBay,1380.19,2.9,422,This is a high-quality makeup kit available on eBay.
63,Sunglasses,Beauty,Amazon,1789.3,4.1,692,This is a high-quality sunglasses available on Amazon.
64,Wireless Charger,Clothing,Amazon,529.02,3.4,841,This is a high-quality wireless charger available on Amazon.
65,Smartphone,Footwear,eBay,1230.69,3.1,584,This is a high-quality smartphone available on eBay.
66,Smartphone,Footwear,Amazon,1843.93,3.4,285,This is a high-quality smartphone available on Amazon.
67,Sunglasses,Footwear,Amazon,2699.59,3.7,394,This is a high-quality sunglasses available on Amazon.
68,Casual Shirt,Footwear,eBay,2367.01,2.8,156,This is a high-quality casual shirt available on eBay.
69,Casual Shirt,Clothing,Flipkart,424.39,4.8,17,This is a high-quality casual shirt available on Flipkart.
70,Sneakers,Footwear,Flipkart,1264.87,3.2,958,This is a high-quality sneakers available on Flipkart.
71,Leather Wallet,Accessories,eBay,1571.64,4.5,132,This is a high-quality leather wallet available on eBay.
72,Sneakers,Beauty,Flipkart,518.27,2.8,30,This is a high-quality sneakers available on Flipkart.
73,Sneakers,Clothing,Flipkart,1802.51,3.2,362,This is a high-quality sneakers available on Flipkart.
74,Sneakers,Clothing,Flipkart,1419.92,4.5,668,This is a high-quality sneakers available on Flipkart.
75,Casual Shirt,Footwear,eBay,2871.09,3.6,198,This is a high-quality casual shirt available on eBay.
76,Makeup Kit,Footwear,Flipkart,628.91,3.9,561,This is a high-quality makeup kit available on Flipkart.
77,Smartphone,Footwear,Amazon,2743.91,2.8,848,This is a high-quality smartphone available on Amazon.
78,Formal Pants,Electronics,eBay,402.91,2.8,187,This is a high-quality formal pants available on eBay.
79,Wrist Watch,Clothing,Amazon,904.71,2.7,145,This is a high-quality wrist watch available on Amazon.
80,LED Monitor,Accessories,eBay,2177.34,4.0,642,This is a high-quality led monitor available on eBay.
81,Wrist Watch,Beauty,Amazon,444.72,4.7,698,This is a high-quality wrist watch available on Amazon.
82,Floral Dress,Accessories,Flipkart,2899.65,4.6,351,This is a high-quality floral dress available on Flipkart.
83,Leather Wallet,Electronics,eBay,2702.58,3.8,563,This is a high-quality leather wallet available on eBay.
84,Makeup Kit,Footwear,Amazon,1857.34,2.5,153,This is a high-quality makeup kit available on Amazon.
85,Bluetooth Headphones,Accessories,eBay,1636.34,2.7,131,This is a high-quality bluetooth headphones available on eBay.
86,Laptop,Footwear,Amazon,1325.68,2.5,947,This is a high-quality laptop available on Amazon.
87,Formal Pants,Electronics,Amazon,322.15,4.2,215,This is a high-quality formal pants available on Amazon.
88,Sunglasses,Accessories,Amazon,2470.04,3.2,475,This is a high-quality sunglasses available on Amazon.
89,Makeup Kit,Footwear,Flipkart,1569.09,3.5,19,This is a high-quality makeup kit available on Flipkart.
90,Smartphone,Beauty,Amazon,926.51,4.4,998,This is a high-quality smartphone available on Amazon.
91,Gaming Mouse,Beauty,Flipkart,963.29,4.1,348,This is a high-quality gaming mouse available on Flipkart.
92,Gaming Mouse,Electronics,eBay,2497.37,4.9,950,This is a high-quality gaming mouse available on eBay.
93,Formal Pants,Beauty,eBay,1844.84,3.6,437,This is a high-quality formal pants available on eBay.
94,LED Monitor,Accessories,Amazon,2354.49,4.6,647,This is a high-quality led monitor available on Amazon.
95,Sneakers,Footwear,Amazon,310.45,3.3,987,This is a high-quality sneakers available on Amazon.
96,Casual Shirt,Accessories,eBay,1412.66,3.5,254,This is a high-quality casual shirt available on eBay.
97,Laptop,Beauty,Flipkart,2957.62,4.0,53,This is a high-quality laptop available on Flipkart.
98,Wrist Watch,Accessories,Amazon,171.52,3.0,10,This is a high-quality wrist watch available on Amazon.
99,Sneakers,Footwear,Amazon,2748.01,4.3,984,This is a high-quality sneakers available on Amazon.
100,Smartphone,Accessories,Amazon,2892.7,3.2,285,This is a high-quality smartphone available on Amazon.
101,LED Monitor,Accessories,Flipkart,805.73,4.9,38,This is a high-quality led monitor available on Flipkart.
102,Sunglasses,Footwear,eBay,670.28,2.5,97,This is a high-quality sunglasses available on eBay.
103,Leather Wallet,Clothing,eBay,387.02,4.1,114,This is a high-quality leather wallet available on eBay.
104,Bluetooth Headphones,Clothing,Amazon,418.04,2.8,615,This is a high-quality bluetooth headphones available on Amazon.
105,Bluetooth Headphones,Clothing,eBay,1302.96,4.4,801,This is a high-quality bluetooth headphones available on eBay.
106,Smartphone,Beauty,Flipkart,2271.11,3.6,620,This is a high-quality smartphone available on Flipkart.
107,Wireless Charger,Clothing,Flipkart,1875.38,4.0,246,This is a high-quality wireless charger available on Flipkart.
108,Sunglasses,Clothing,eBay,642.87,2.8,212,This is a high-quality sunglasses available on eBay.
109,Floral Dress,Clothing,Flipkart,953.57,2.6,120,This is a high-quality floral dress available on Flipkart.
110,Backpack,Beauty,Flipkart,2089.03,4.0,634,This is a high-quality backpack available on Flipkart.
111,Sneakers,Clothing,Amazon,2010.86,2.5,805,This is a high-quality sneakers available on Amazon.
112,Casual Shirt,Beauty,eBay,573.1,3.0,604,This is a high-quality casual shirt available on eBay.
113,LED Monitor,Clothing,Amazon,2736.68,4.1,62,This is a high-quality led monitor available on Amazon.
114,Sunglasses,Accessories,Amazon,2706.91,3.1,159,This is a high-quality sunglasses available on Amazon.
115,Smartphone,Footwear,Amazon,2369.47,4.7,732,This is a high-quality smartphone available on Amazon.
116,Wrist Watch,Footwear,eBay,557.68,3.3,539,This is a high-quality wrist watch available on eBay.
117,Formal Pants,Electronics,eBay,380.95,3.0,64,This is a high-quality formal pants available on eBay.
118,Casual Shirt,Beauty,Amazon,2800.31,2.5,822,This is a high-quality casual shirt available on Amazon.
119,Sneakers,Accessories,eBay,192.6,4.4,225,This is a high-quality sneakers available on eBay.
120,Laptop,Clothing,Flipkart,2662.91,3.9,673,This is a high-quality laptop available on Flipkart.
121,Smartphone,Accessories,eBay,2532.56,4.0,255,This is a high-quality smartphone available on eBay.
122,Wrist Watch,Beauty,Amazon,2441.56,3.2,91,This is a high-quality wrist watch available on Amazon.
123,Makeup Kit,Footwear,eBay,1528.35,4.2,977,This is a high-quality makeup kit available on eBay.
124,Gaming Mouse,Footwear,Amazon,2219.0,4.9,224,This is a high-quality gaming mouse available on Amazon.
125,Floral Dress,Footwear,Flipkart,885.67,4.9,546,This is a high-quality floral dress available on Flipkart.
126,Sneakers,Electronics,eBay,2932.17,4.9,434,This is a high-quality sneakers available on eBay.
127,LED Monitor,Electronics,Flipkart,913.12,4.5,496,This is a high-quality led monitor available on Flipkart.
128,Floral Dress,Accessories,eBay,434.75,3.9,359,This is a high-quality floral dress available on eBay.
129,Smartphone,Accessories,Amazon,2635.29,3.5,325,This is a high-quality smartphone available on Amazon.
130,Leather Wallet,Accessories,Amazon,143.61,4.1,247,This is a high-quality leather wallet available on Amazon.
131,Makeup Kit,Accessories,Flipkart,658.15,3.3,587,This is a high-quality makeup kit available on Flipkart.
132,Wireless Charger,Footwear,eBay,1250.33,5.0,679,This is a high-quality wireless charger available on eBay.
133,Gaming Mouse,Beauty,Amazon,1036.18,3.6,511,This is a high-quality gaming mouse available on Amazon.
134,Wrist Watch,Beauty,Flipkart,993.61,3.8,356,This is a high-quality wrist watch available on Flipkart.
135,Bluetooth Headphones,Footwear,Amazon,2758.54,4.5,828,This is a high-quality bluetooth headphones available on Amazon.
136,LED Monitor,Clothing,Amazon,540.5,2.8,401,This is a high-quality led monitor available on Amazon.
137,Floral Dress,Electronics,Flipkart,1803.36,4.5,471,This is a high-quality floral dress available on Flipkart.
138,Floral Dress,Beauty,Amazon,1800.56,3.4,31,This is a high-quality floral dress available on Amazon.
139,Laptop,Beauty,Amazon,2197.36,5.0,140,This is a high-quality laptop available on Amazon.
140,Laptop,Clothing,Amazon,1372.06,3.4,859,This is a high-quality laptop available on Amazon.
141,Bluetooth Headphones,Clothing,Amazon,1964.81,2.6,283,This is a high-quality bluetooth headphones available on Amazon.
142,Casual Shirt,Electronics,eBay,1452.35,2.9,551,This is a high-quality casual shirt available on eBay.
143,LED Monitor,Footwear,eBay,1180.34,4.2,487,This is a high-quality led monitor available on eBay.
144,Backpack,Accessories,Amazon,1981.21,3.2,122,This is a high-quality backpack available on Amazon.
145,Formal Pants,Footwear,Amazon,1158.61,3.6,854,This is a high-quality formal pants available on Amazon.
146,Leather Wallet,Electronics,eBay,613.01,4.2,454,This is a high-quality leather wallet available on eBay.
147,LED Monitor,Electronics,Amazon,2699.22,4.6,952,This is a high-quality led monitor available on Amazon.
148,Leather Wallet,Clothing,eBay,961.24,4.8,582,This is a high-quality leather wallet available on eBay.
149,Sneakers,Clothing,eBay,2730.94,3.5,454,This is a high-quality sneakers available on eBay.
150,Backpack,Footwear,eBay,2811.67,3.1,649,This is a high-quality backpack available on eBay.
151,Sunglasses,Clothing,Flipkart,2709.65,4.8,722,This is a high-quality sunglasses available on Flipkart.
152,Leather Wallet,Footwear,Amazon,2798.4,3.0,323,This is a high-quality leather wallet available on Amazon.
153,LED Monitor,Clothing,Flipkart,2395.65,4.1,238,This is a high-quality led monitor available on Flipkart.
154,Wireless Charger,Accessories,Flipkart,520.94,4.1,192,This is a high-quality wireless charger available on Flipkart.
155,Bluetooth Headphones,Clothing,eBay,2866.98,4.5,843,This is a high-quality bluetooth headphones available on eBay.
156,Sunglasses,Clothing,Amazon,2838.64,5.0,417,This is a high-quality sunglasses available on Amazon.
157,Bluetooth Headphones,Footwear,Flipkart,1941.17,4.8,737,This is a high-quality bluetooth headphones available on Flipkart.
158,Backpack,Accessories,Flipkart,2968.72,3.7,196,This is a high-quality backpack available on Flipkart.
159,Wrist Watch,Clothing,Amazon,579.75,4.0,428,This is a high-quality wrist watch available on Amazon.
160,Smartphone,Clothing,eBay,2068.01,3.0,269,This is a high-quality smartphone available on eBay.
161,Laptop,Beauty,Amazon,2832.79,4.8,72,This is a high-quality laptop available on Amazon.
162,Gaming Mouse,Footwear,Flipkart,431.93,4.5,452,This is a high-quality gaming mouse available on Flipkart.
163,Bluetooth Headphones,Electronics,eBay,794.54,3.9,303,This is a high-quality bluetooth headphones available on eBay.
164,Laptop,Beauty,eBay,1441.12,3.0,972,This is a high-quality laptop available on eBay.
165,Laptop,Beauty,eBay,868.26,3.8,702,This is a high-quality laptop available on eBay.
166,Smartphone,Electronics,Amazon,102.44,3.0,861,This is a high-quality smartphone available on Amazon.
167,Smartphone,Clothing,eBay,748.0,4.0,273,This is a high-quality smartphone available on eBay.
168,Backpack,Clothing,Amazon,2246.71,4.8,67,This is a high-quality backpack available on Amazon.
169,Floral Dress,Accessories,eBay,805.35,3.2,947,This is a high-quality floral dress available on eBay.
170,Bluetooth Headphones,Footwear,Flipkart,979.35,4.0,145,This is a high-quality bluetooth headphones available on Flipkart.
171,Formal Pants,Footwear,eBay,364.31,4.4,809,This is a high-quality formal pants available on eBay.
172,Bluetooth Headphones,Accessories,eBay,1014.02,3.0,645,This is a high-quality bluetooth headphones available on eBay.
173,Casual Shirt,Accessories,Flipkart,2843.65,2.5,38,This is a high-quality casual shirt available on Flipkart.
174,Bluetooth Headphones,Clothing,Amazon,1901.78,2.9,321,This is a high-quality bluetooth headphones available on Amazon.
175,Wireless Charger,Clothing,eBay,1794.45,3.4,448,This is a high-quality wireless charger available on eBay.
176,Leather Wallet,Clothing,eBay,257.42,3.3,749,This is a high-quality leather wallet available on eBay.
177,Sneakers,Beauty,Flipkart,2602.88,4.5,632,This is a high-quality sneakers available on Flipkart.
178,Floral Dress,Footwear,Amazon,2050.68,4.7,644,This is a high-quality floral dress available on Amazon.
179,Floral Dress,Electronics,eBay,853.34,4.1,776,This is a high-quality floral dress available on eBay.
180,Leather Wallet,Clothing,Amazon,2395.16,2.9,432,This is a high-quality leather wallet available on Amazon.
181,Laptop,Electronics,Flipkart,1494.19,4.9,543,This is a high-quality laptop available on Flipkart.
182,Laptop,Beauty,Flipkart,414.8,3.1,604,This is a high-quality laptop available on Flipkart.
183,Wireless Charger,Clothing,eBay,938.59,3.1,490,This is a high-quality wireless charger available on eBay.
184,Wireless Charger,Footwear,Flipkart,326.18,5.0,432,This is a high-quality wireless charger available on Flipkart.
185,Sneakers,Clothing,Flipkart,578.74,4.0,708,This is a high-quality sneakers available on Flipkart.
186,Bluetooth Headphones,Beauty,Amazon,394.67,3.9,395,This is a high-quality bluetooth headphones available on Amazon.
187,Formal Pants,Accessories,Amazon,332.0,4.4,978,This is a high-quality formal pants available on Amazon.
188,Bluetooth Headphones,Footwear,eBay,1284.94,4.3,825,This is a high-quality bluetooth headphones available on eBay.
189,Bluetooth Headphones,Footwear,Amazon,2320.46,4.1,845,This is a high-quality bluetooth headphones available on Amazon.
190,Sunglasses,Accessories,Flipkart,1725.65,4.1,930,This is a high-quality sunglasses available on Flipkart.
191,Formal Pants,Clothing,Amazon,1334.62,4.9,389,This is a high-quality formal pants available on Amazon.
192,Wireless Charger,Beauty,eBay,2777.2,3.5,975,This is a high-quality wireless charger available on eBay.
193,Wrist Watch,Electronics,Amazon,1583.06,3.3,305,This is a high-quality wrist watch available on Amazon.
194,Bluetooth Headphones,Clothing,Amazon,465.28,3.8,597,This is a high-quality bluetooth headphones available on Amazon.
195,Sunglasses,Electronics,eBay,1664.62,4.0,546,This is a high-quality sunglasses available on eBay.
196,Casual Shirt,Accessories,Flipkart,2988.2,3.3,686,This is a high-quality casual shirt available on Flipkart.
197,Gaming Mouse,Accessories,Flipkart,729.77,4.6,289,This is a high-quality gaming mouse available on Flipkart.
198,Casual Shirt,Accessories,Amazon,624.6,3.8,742,This is a high-quality casual shirt available on Amazon.
199,Sneakers,Electronics,Flipkart,2549.58,3.1,952,This is a high-quality sneakers available on Flipkart.
200,Sneakers,Electronics,Amazon,1442.97,2.9,87,This is a high-quality sneakers available on Amazon.
201,LED Monitor,Clothing,eBay,155.35,4.3,582,This is a high-quality led monitor available on eBay.
202,Wrist Watch,Footwear,Amazon,2360.35,4.5,563,This is a high-quality wrist watch available on Amazon.
203,Leather Wallet,Beauty,Amazon,2389.11,3.3,313,This is a high-quality leather wallet available on Amazon.
204,Formal Pants,Electronics,Amazon,2051.44,3.7,19,This is a high-quality formal pants available on Amazon.
205,Makeup Kit,Electronics,Amazon,354.34,3.9,897,This is a high-quality makeup kit available on Amazon.
206,Gaming Mouse,Clothing,eBay,430.64,4.3,565,This is a high-quality gaming mouse available on eBay.
207,Sneakers,Electronics,eBay,1653.96,3.3,406,This is a high-quality sneakers available on eBay.
208,Floral Dress,Electronics,Flipkart,2092.04,2.9,593,This is a high-quality floral dress available on Flipkart.
209,Sneakers,Beauty,Flipkart,459.59,4.4,636,This is a high-quality sneakers available on Flipkart.
210,Backpack,Beauty,eBay,1633.18,4.7,264,This is a high-quality backpack available on eBay.
211,Sunglasses,Footwear,eBay,2225.13,3.2,880,This is a high-quality sunglasses available on eBay.
212,Bluetooth Headphones,Footwear,eBay,2500.79,5.0,730,This is a high-quality bluetooth headphones available on eBay.
213,Laptop,Footwear,eBay,2144.76,4.2,225,This is a high-quality laptop available on eBay.
214,Formal Pants,Beauty,eBay,1907.5,4.7,75,This is a high-quality formal pants available on eBay.
215,Casual Shirt,Footwear,Amazon,2961.05,2.8,297,This is a high-quality casual shirt available on Amazon.
216,Wireless Charger,Clothing,eBay,1610.91,4.8,876,This is a high-quality wireless charger available on eBay.
217,Wireless Charger,Footwear,Flipkart,2227.19,3.5,197,This is a high-quality wireless charger available on Flipkart.
218,LED Monitor,Footwear,eBay,897.8,3.3,169,This is a high-quality led monitor available on eBay.
219,Backpack,Beauty,eBay,2367.85,2.6,761,This is a high-quality backpack available on eBay.
220,Laptop,Beauty,Amazon,2997.96,3.5,791,This is a high-quality laptop available on Amazon.
221,Bluetooth Headphones,Clothing,Flipkart,2144.45,3.7,585,This is a high-quality bluetooth headphones available on Flipkart.
222,Bluetooth Headphones,Clothing,Amazon,2842.85,3.2,936,This is a high-quality bluetooth headphones available on Amazon.
223,Laptop,Electronics,Amazon,1176.54,4.8,327,This is a high-quality laptop available on Amazon.
224,Wrist Watch,Clothing,Flipkart,422.19,2.8,968,This is a high-quality wrist watch available on Flipkart.
225,LED Monitor,Footwear,Amazon,2312.65,4.7,661,This is a high-quality led monitor available on Amazon.
226,Makeup Kit,Clothing,eBay,1800.89,2.8,229,This is a high-quality makeup kit available on eBay.
227,Bluetooth Headphones,Clothing,eBay,1634.55,3.7,487,This is a high-quality bluetooth headphones available on eBay.
228,Wireless Charger,Clothing,eBay,1961.32,4.5,472,This is a high-quality wireless charger available on eBay.
229,Formal Pants,Clothing,eBay,2260.56,4.8,955,This is a high-quality formal pants available on eBay.
230,Floral Dress,Accessories,Flipkart,116.8,3.7,421,This is a high-quality floral dress available on Flipkart.
231,Wireless Charger,Clothing,Flipkart,985.62,3.6,902,This is a high-quality wireless charger available on Flipkart.
232,Backpack,Footwear,eBay,2480.17,4.0,514,This is a high-quality backpack available on eBay.
233,Smartphone,Electronics,Flipkart,1157.06,4.6,660,This is a high-quality smartphone available on Flipkart.
234,Backpack,Beauty,eBay,1180.6,4.8,85,This is a high-quality backpack available on eBay.
235,Casual Shirt,Electronics,Flipkart,806.05,4.3,10,This is a high-quality casual shirt available on Flipkart.
236,Smartphone,Footwear,Flipkart,1648.05,3.4,221,This is a high-quality smartphone available on Flipkart.
237,Sneakers,Footwear,Flipkart,1308.16,4.1,399,This is a high-quality sneakers available on Flipkart.
238,Sneakers,Footwear,Amazon,406.82,3.9,969,This is a high-quality sneakers available on Amazon.
239,Formal Pants,Footwear,eBay,957.21,2.8,768,This is a high-quality formal pants available on eBay.
240,Formal Pants,Accessories,Amazon,2324.87,4.1,276,This is a high-quality formal pants available on Amazon.
241,Bluetooth Headphones,Clothing,Flipkart,2962.8,3.2,902,This is a high-quality bluetooth headphones available on Flipkart.
242,Bluetooth Headphones,Accessories,Flipkart,1377.37,3.2,881,This is a high-quality bluetooth headphones available on Flipkart.
243,Wireless Charger,Beauty,Amazon,1304.88,4.2,131,This is a high-quality wireless charger available on Amazon.
244,Wireless Charger,Footwear,Flipkart,1989.22,3.0,809,This is a high-quality wireless charger available on Flipkart.
245,Wrist Watch,Beauty,Flipkart,1351.98,2.7,646,This is a high-quality wrist watch available on Flipkart.
246,Gaming Mouse,Electronics,eBay,746.89,4.3,333,This is a high-quality gaming mouse available on eBay.
247,Wireless Charger,Beauty,Amazon,704.12,4.6,356,This is a high-quality wireless charger available on Amazon.
248,LED Monitor,Beauty,eBay,1678.01,4.0,782,This is a high-quality led monitor available on eBay.
249,Formal Pants,Accessories,Flipkart,1154.63,3.2,976,This is a high-quality formal pants available on Flipkart.
250,Sunglasses,Clothing,Flipkart,984.41,4.2,341,This is a high-quality sunglasses available on Flipkart.
251,Floral Dress,Beauty,Amazon,2545.03,3.1,264,This is a high-quality floral dress available on Amazon.
252,Sneakers,Electronics,Amazon,147.78,3.1,223,This is a high-quality sneakers available on Amazon.
253,Bluetooth Headphones,Clothing,Amazon,705.78,3.1,488,This is a high-quality bluetooth headphones available on Amazon.
254,Bluetooth Headphones,Beauty,Flipkart,591.81,2.5,405,This is a high-quality bluetooth headphones available on Flipkart.
255,Sneakers,Beauty,Amazon,917.62,4.7,540,This is a high-quality sneakers available on Amazon.
256,Backpack,Footwear,eBay,1709.62,3.4,54,This is a high-quality backpack available on eBay.
257,LED Monitor,Beauty,Flipkart,1126.47,4.5,171,This is a high-quality led monitor available on Flipkart.
258,Casual Shirt,Beauty,eBay,2763.02,4.5,806,This is a high-quality casual shirt available on eBay.
259,Wireless Charger,Beauty,eBay,174.63,3.9,740,This is a high-quality wireless charger available on eBay.
260,Backpack,Electronics,eBay,465.91,4.8,982,This is a high-quality backpack available on eBay.
261,Smartphone,Beauty,eBay,176.11,4.6,435,This is a high-quality smartphone available on eBay.
262,Floral Dress,Footwear,Flipkart,2930.62,3.8,770,This is a high-quality floral dress available on Flipkart.
263,Smartphone,Accessories,eBay,552.68,3.3,361,This is a high-quality smartphone available on eBay.
264,Bluetooth Headphones,Clothing,Flipkart,2524.55,4.6,452,This is a high-quality bluetooth headphones available on Flipkart.
265,LED Monitor,Accessories,eBay,229.88,3.4,203,This is a high-quality led monitor available on eBay.
266,Gaming Mouse,Electronics,Flipkart,1640.22,3.2,311,This is a high-quality gaming mouse available on Flipkart.
267,Sunglasses,Clothing,Flipkart,2297.95,2.6,68,This is a high-quality sunglasses available on Flipkart.
268,Casual Shirt,Beauty,Amazon,136.05,3.8,72,This is a high-quality casual shirt available on Amazon.
269,Sunglasses,Footwear,eBay,1067.43,2.7,485,This is a high-quality sunglasses available on eBay.
270,Laptop,Accessories,Flipkart,2228.59,4.4,476,This is a high-quality laptop available on Flipkart.
271,Wrist Watch,Beauty,Amazon,1282.28,4.4,964,This is a high-quality wrist watch available on Amazon.
272,Floral Dress,Electronics,Flipkart,2724.23,3.0,465,This is a high-quality floral dress available on Flipkart.
273,Formal Pants,Clothing,eBay,2354.93,4.1,889,This is a high-quality formal pants available on eBay.
274,Sneakers,Footwear,Flipkart,2442.5,4.9,116,This is a high-quality sneakers available on Flipkart.
275,Wireless Charger,Beauty,Flipkart,2494.9,5.0,595,This is a high-quality wireless charger available on Flipkart.
276,Floral Dress,Accessories,Flipkart,1363.17,4.0,911,This is a high-quality floral dress available on Flipkart.
277,Formal Pants,Footwear,Amazon,566.76,3.7,224,This is a high-quality formal pants available on Amazon.
278,Bluetooth Headphones,Beauty,eBay,2568.1,4.1,511,This is a high-quality bluetooth headphones available on eBay.
279,Backpack,Footwear,Flipkart,1957.8,3.4,816,This is a high-quality backpack available on Flipkart.
280,Floral Dress,Beauty,eBay,576.49,3.0,71,This is a high-quality floral dress available on eBay.
